_raw,_time,host,source,sourcetype,index,,
"{""device"": ""AP05-11.site1"", ""kpi"": ""rf_channel_5GHz"", ""site"": ""RAW_site1"", ""value"": 124}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP05-11.site1"", ""kpi"": ""clientCount:RAW"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP05-11.site1"", ""kpi"": ""rf_load_TX_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP05-11.site1"", ""kpi"": ""clientCount_2.4GHz:RAW Registration"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP05-11.site1"", ""kpi"": ""clientCount_5GHz_band_2"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP05-11.site1"", ""kpi"": ""clientCount_5GHz_band_1"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP05-11.site1"", ""kpi"": ""rf_channelUtilization_5GHz"", ""site"": ""RAW_site1"", ""value"": 0.0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP05-11.site1"", ""kpi"": ""clientCount_2.4GHz:RAW Guest BYOD"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP05-11.site1"", ""kpi"": ""rf_load_RX_5GHz"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP05-11.site1"", ""kpi"": ""clientCount_5GHz:RAW Guest"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP05-11.site1"", ""kpi"": ""rf_txPower_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 2}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP05-11.site1"", ""kpi"": ""clientCount:RAW Guest"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP05-11.site1"", ""kpi"": ""clientCount_5GHz:RAW"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP05-11.site1"", ""kpi"": ""clientCount_2.4GHz:RAW Legacy"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP05-11.site1"", ""kpi"": ""clientCount:RAW Legacy"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP05-11.site1"", ""kpi"": ""clientCount"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP05-11.site1"", ""kpi"": ""clientCount_2.4GHz:RH-Test"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP05-11.site1"", ""kpi"": ""rf_txPower_5GHz"", ""site"": ""RAW_site1"", ""value"": 9}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP05-11.site1"", ""kpi"": ""clientCount:RAW Registration"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP05-11.site1"", ""kpi"": ""rf_load_RX_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP05-11.site1"", ""kpi"": ""clientCount:CiscoSensorProvisioning"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP05-11.site1"", ""kpi"": ""clientCount_5GHz:RAW Legacy"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP05-11.site1"", ""kpi"": ""clientCount_2.4GHz:RAW Guest"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP05-11.site1"", ""kpi"": ""clientCount_5GHz:RAW Guest BYOD"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP05-11.site1"", ""kpi"": ""clientCount_5GHz:RAW Registration"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP05-11.site1"", ""kpi"": ""clientCount:RAW Guest BYOD"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP05-11.site1"", ""kpi"": ""clientCount:RH-Test"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP05-11.site1"", ""kpi"": ""clientCount_5GHz:RH-Test"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP05-11.site1"", ""kpi"": ""rf_load_TX_5GHz"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP05-11.site1"", ""kpi"": ""rf_channel_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 60}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP05-11.site1"", ""kpi"": ""clientCount_2.4GHz:RAW"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP05-11.site1"", ""kpi"": ""rf_clientLowSNR_5GHz"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP05-11.site1"", ""kpi"": ""clientCount_5GHz"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP05-11.site1"", ""kpi"": ""clientCount_2.4GHz:CiscoSensorProvisioning"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP02-09.site1"", ""kpi"": ""clientCount_5GHz:CiscoSensorProvisioning"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP02-09.site1"", ""kpi"": ""rf_clientLowSNR_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP02-09.site1"", ""kpi"": ""rf_channel_5GHz"", ""site"": ""RAW_site1"", ""value"": 132}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP02-09.site1"", ""kpi"": ""clientCount:RAW"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP02-09.site1"", ""kpi"": ""rf_load_TX_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP02-09.site1"", ""kpi"": ""clientCount_2.4GHz:RAW Registration"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP02-09.site1"", ""kpi"": ""rf_load_TX_5GHz"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP20-08.site1"", ""kpi"": ""clientCount_5GHz:CiscoSensorProvisioning"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP02-09.site1"", ""kpi"": ""rf_channelUtilization_5GHz"", ""site"": ""RAW_site1"", ""value"": 0.0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP02-09.site1"", ""kpi"": ""clientCount_2.4GHz:RAW Guest BYOD"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP02-09.site1"", ""kpi"": ""rf_load_RX_5GHz"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP02-09.site1"", ""kpi"": ""clientCount_5GHz:RAW Guest"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP02-09.site1"", ""kpi"": ""rf_txPower_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 14}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP02-09.site1"", ""kpi"": ""clientCount:RAW Guest"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP02-09.site1"", ""kpi"": ""clientCount_5GHz:RAW"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP02-09.site1"", ""kpi"": ""clientCount_2.4GHz:RAW Legacy"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP02-09.site1"", ""kpi"": ""clientCount:RAW Legacy"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP02-09.site1"", ""kpi"": ""clientCount"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP02-09.site1"", ""kpi"": ""clientCount_2.4GHz:RH-Test"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP02-09.site1"", ""kpi"": ""rf_txPower_5GHz"", ""site"": ""RAW_site1"", ""value"": 9}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP02-09.site1"", ""kpi"": ""clientCount:RAW Registration"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP02-09.site1"", ""kpi"": ""clientCount_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP02-09.site1"", ""kpi"": ""rf_load_RX_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP02-09.site1"", ""kpi"": ""clientCount:CiscoSensorProvisioning"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP20-08.site1"", ""kpi"": ""rf_clientLowSNR_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP20-08.site1"", ""kpi"": ""rf_channel_5GHz"", ""site"": ""RAW_site1"", ""value"": 140}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP20-08.site1"", ""kpi"": ""clientCount:RAW"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP20-08.site1"", ""kpi"": ""rf_load_TX_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP02-09.site1"", ""kpi"": ""clientCount_5GHz:RAW Legacy"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP20-08.site1"", ""kpi"": ""clientCount_2.4GHz:RAW Registration"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP20-08.site1"", ""kpi"": ""rf_load_TX_5GHz"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP20-08.site1"", ""kpi"": ""rf_channelUtilization_5GHz"", ""site"": ""RAW_site1"", ""value"": 0.0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP20-08.site1"", ""kpi"": ""clientCount_2.4GHz:RAW Guest BYOD"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP02-09.site1"", ""kpi"": ""clientCount_2.4GHz:RAW Guest"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP20-08.site1"", ""kpi"": ""rf_load_RX_5GHz"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP02-09.site1"", ""kpi"": ""clientCount_5GHz:RAW Guest BYOD"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP20-08.site1"", ""kpi"": ""clientCount_5GHz:RAW Guest"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP02-09.site1"", ""kpi"": ""clientCount_5GHz:RAW Registration"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP02-09.site1"", ""kpi"": ""clientCount:RAW Guest BYOD"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP20-08.site1"", ""kpi"": ""rf_txPower_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 14}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP02-09.site1"", ""kpi"": ""clientCount_5GHz:RH-Test"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP20-08.site1"", ""kpi"": ""clientCount:RAW Guest"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP02-09.site1"", ""kpi"": ""clientCount:RH-Test"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP02-09.site1"", ""kpi"": ""rf_channel_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 1}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP20-08.site1"", ""kpi"": ""clientCount_5GHz:RAW"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP02-09.site1"", ""kpi"": ""clientCount_2.4GHz:RAW"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP20-08.site1"", ""kpi"": ""clientCount_2.4GHz:RAW Legacy"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP02-09.site1"", ""kpi"": ""rf_clientLowSNR_5GHz"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP20-08.site1"", ""kpi"": ""clientCount:RAW Legacy"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP02-09.site1"", ""kpi"": ""clientCount_5GHz"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP20-08.site1"", ""kpi"": ""clientCount"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP02-09.site1"", ""kpi"": ""clientCount_2.4GHz:CiscoSensorProvisioning"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP20-08.site1"", ""kpi"": ""clientCount_2.4GHz:RH-Test"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP20-08.site1"", ""kpi"": ""rf_txPower_5GHz"", ""site"": ""RAW_site1"", ""value"": 11}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP20-08.site1"", ""kpi"": ""clientCount:RAW Registration"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP20-08.site1"", ""kpi"": ""clientCount_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP20-08.site1"", ""kpi"": ""rf_load_RX_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP20-08.site1"", ""kpi"": ""clientCount:CiscoSensorProvisioning"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP20-08.site1"", ""kpi"": ""clientCount_5GHz:RAW Legacy"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP20-08.site1"", ""kpi"": ""clientCount_2.4GHz:RAW Guest"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP20-08.site1"", ""kpi"": ""clientCount_5GHz:RAW Guest BYOD"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP20-08.site1"", ""kpi"": ""clientCount_5GHz:RAW Registration"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP20-08.site1"", ""kpi"": ""clientCount:RAW Guest BYOD"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP20-08.site1"", ""kpi"": ""clientCount_5GHz:RH-Test"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP20-08.site1"", ""kpi"": ""clientCount:RH-Test"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP20-08.site1"", ""kpi"": ""rf_channel_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 6}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP20-08.site1"", ""kpi"": ""clientCount_2.4GHz:RAW"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP20-08.site1"", ""kpi"": ""rf_clientLowSNR_5GHz"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP20-08.site1"", ""kpi"": ""clientCount_5GHz"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP20-08.site1"", ""kpi"": ""clientCount_2.4GHz:CiscoSensorProvisioning"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-14.site1"", ""kpi"": ""clientCount_5GHz:CiscoSensorProvisioning"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-14.site1"", ""kpi"": ""rf_clientLowSNR_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-14.site1"", ""kpi"": ""rf_channel_5GHz"", ""site"": ""RAW_site1"", ""value"": 136}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-14.site1"", ""kpi"": ""clientCount:RAW"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-14.site1"", ""kpi"": ""rf_load_TX_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-14.site1"", ""kpi"": ""clientCount_2.4GHz:RAW Registration"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-14.site1"", ""kpi"": ""clientCount_5GHz_band_2"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-14.site1"", ""kpi"": ""clientCount_5GHz_band_1"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-14.site1"", ""kpi"": ""rf_channelUtilization_5GHz"", ""site"": ""RAW_site1"", ""value"": 0.0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-14.site1"", ""kpi"": ""clientCount_2.4GHz:RAW Guest BYOD"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-14.site1"", ""kpi"": ""rf_load_RX_5GHz"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-14.site1"", ""kpi"": ""clientCount_5GHz:RAW Guest"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-14.site1"", ""kpi"": ""rf_txPower_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 2}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-14.site1"", ""kpi"": ""clientCount:RAW Guest"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-14.site1"", ""kpi"": ""clientCount_5GHz:RAW"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-14.site1"", ""kpi"": ""clientCount_2.4GHz:RAW Legacy"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
